NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,NU_NOTA_REDACAO,IDX
400,400,400,400,400,251219
600,600,600,600,600,251220
400,400,400,400,400,251221
400,600,600,600,600,251222
600,600,600,800,1000,251223
400,400,400,400,400,251224
400,600,600,600,600,251225
400,400,400,400,800,251226
400,400,600,400,800,251227
400,600,600,400,800,251228
600,400,400,600,600,251229
400,400,400,400,200,251230
400,400,400,400,400,251231
600,600,600,400,600,251232
400,400,400,400,400,251233
400,400,400,400,400,251234
400,400,400,600,400,251235
600,600,600,600,600,251236
400,400,400,400,200,251237
400,600,600,400,600,251238
400,600,400,600,600,251239
600,600,600,600,600,251240
600,600,600,600,600,251241
600,600,600,600,600,251242
400,600,400,600,400,251243
400,600,400,400,600,251244
400,600,600,600,800,251245
400,600,400,400,600,251246
600,600,600,600,400,251247
400,400,600,600,600,251248
400,400,400,400,400,251249
600,600,600,600,600,251250
400,400,600,400,400,251251
400,400,400,600,400,251252
400,400,400,400,600,251253
400,400,400,400,400,251254
400,400,400,400,400,251255
600,600,600,600,400,251256
400,400,400,600,400,251257
400,400,400,400,600,251258
400,400,400,600,400,251259
400,600,400,400,600,251260
400,600,600,400,600,251261
400,400,400,400,0,251262
400,600,600,600,400,251263
400,400,600,400,400,251264
400,400,400,600,400,251265
400,600,400,400,600,251266
400,600,600,600,400,251267
400,400,400,400,600,251268
400,600,400,400,400,251269
600,800,800,600,600,251270
400,400,600,400,400,251271
400,400,400,400,400,251272
600,600,400,600,400,251273
600,600,600,600,600,251274
400,600,600,400,600,251275
600,400,400,400,600,251276
600,600,400,600,600,251277
400,600,600,400,400,251278
400,400,400,400,400,251279
400,400,400,400,200,251280
600,600,600,600,600,251281
400,400,400,600,400,251282
400,400,400,400,400,251283
400,600,400,400,200,251284
400,400,400,400,600,251285
400,400,400,400,600,251286
600,400,600,600,400,251287
400,400,400,400,400,251288
400,600,600,400,400,251289
600,800,600,600,1000,251290
400,400,400,400,200,251291
600,400,400,400,600,251292
400,400,400,400,400,251293
400,600,400,600,600,251294
400,400,400,400,600,251295
400,600,600,600,600,251296
600,600,400,600,600,251297
400,600,400,600,600,251298
400,600,600,600,600,251299
400,600,600,400,600,251300
400,400,600,600,600,251301
600,400,400,400,400,251302
400,400,400,400,400,251303
400,600,600,600,600,251304
600,600,600,600,600,251305
400,400,400,600,400,251306
400,400,400,400,400,251307
400,400,400,600,400,251308
400,400,400,400,600,251309
600,400,400,400,400,251310
600,600,600,600,600,251311
600,600,600,600,800,251312
400,400,600,400,600,251313
400,400,400,400,600,251314
400,600,600,600,600,251315
600,600,600,800,800,251316
400,400,400,400,400,251317
400,600,600,600,600,251318
400,600,400,400,400,251319
400,600,600,600,400,251320
400,400,400,400,600,251321
400,400,400,400,400,251322
400,400,400,400,600,251323
600,600,600,600,400,251324
400,600,600,400,400,251325
400,600,400,400,600,251326
400,600,600,600,600,251327
600,600,400,400,200,251328
400,400,400,400,600,251329
400,400,400,400,0,251330
400,400,400,400,200,251331
400,600,600,600,600,251332
400,600,400,400,200,251333
400,400,400,400,600,251334
400,400,400,400,400,251335
400,600,600,600,600,251336
600,600,400,600,600,251337
400,600,400,600,400,251338
400,400,400,400,600,251339
400,600,600,600,800,251340
400,400,400,600,400,251341
400,400,600,400,600,251342
400,600,600,600,800,251343
400,600,600,600,600,251344
400,400,400,600,400,251345
600,600,600,800,800,251346
600,600,600,600,600,251347
400,400,600,600,800,251348
400,400,400,600,600,251349
600,600,600,600,800,251350
600,600,600,600,600,251351
400,400,400,400,400,251352
600,600,600,600,600,251353
400,400,400,400,600,251354
400,400,400,600,400,251355
400,600,600,600,800,251356
600,600,600,600,600,251357
400,400,400,400,400,251358
600,600,600,600,600,251359
400,600,400,400,600,251360
400,600,600,600,600,251361
600,600,600,600,600,251362
400,600,600,600,600,251363
600,400,400,400,600,251364
400,400,400,600,0,251365
400,600,600,600,600,251366
400,400,400,400,600,251367
600,600,600,600,400,251368
600,600,400,400,600,251369
400,400,400,400,400,251370
600,600,600,600,600,251371
400,600,400,400,400,251372
400,400,400,600,400,251373
400,400,400,400,400,251374
400,600,400,600,600,251375
400,600,400,400,400,251376
400,400,400,600,600,251377
400,400,400,600,600,251378
400,600,400,400,600,251379
400,400,400,600,400,251380
600,600,600,600,800,251381
400,600,600,600,400,251382
400,600,600,600,400,251383
400,600,400,600,600,251384
400,400,400,400,600,251385
600,600,600,600,400,251386
400,600,600,400,400,251387
400,400,400,400,600,251388
400,400,400,400,400,251389
400,400,400,400,600,251390
400,400,400,400,400,251391
400,400,400,400,400,251392
400,600,400,400,400,251393
400,600,600,400,600,251394
600,600,600,600,800,251395
400,400,600,600,400,251396
400,400,400,600,400,251397
400,600,400,400,400,251398
400,400,400,400,400,251399
400,400,400,400,0,251400
400,600,400,400,200,251401
600,600,600,600,400,251402
400,400,400,400,800,251403
400,400,400,600,400,251404
600,600,600,600,800,251405
400,400,400,400,400,251406
600,400,400,600,400,251407
400,600,400,600,400,251408
400,400,400,400,400,251409
400,600,400,400,800,251410
400,400,400,400,200,251411
600,600,600,800,1000,251412
600,600,400,600,800,251413
600,400,600,600,600,251414
400,400,400,400,600,251415
600,600,600,600,400,251416
400,400,400,400,400,251417
600,600,600,600,800,251418
400,400,400,400,600,251419
600,600,400,400,600,251420
400,400,400,400,400,251421
400,400,600,400,600,251422
400,400,600,600,400,251423
600,600,600,400,600,251424
600,600,600,600,600,251425
400,400,400,400,0,251426
400,400,400,400,400,251427
600,600,600,600,400,251428
400,400,400,400,400,251429
400,600,600,600,600,251430
400,600,400,600,600,251431
600,600,600,600,400,251432
600,400,600,400,400,251433
400,400,400,400,600,251434
400,400,400,400,200,251435
400,400,400,400,400,251436
400,400,400,400,400,251437
400,600,400,400,400,251438
400,600,600,600,600,251439
600,600,400,600,800,251440
600,600,600,600,800,251441
400,400,400,400,400,251442
400,600,600,600,600,251443
600,600,600,600,600,251444
600,600,600,400,600,251445
400,400,400,400,400,251446
600,600,400,600,600,251447
600,600,600,600,600,251448
400,400,400,400,200,251449
400,600,600,600,600,251450
400,400,400,400,600,251451
400,600,600,400,600,251452
400,400,400,400,400,251453
400,600,600,600,600,251454
600,600,600,600,800,251455
600,600,600,600,600,251456
600,600,400,600,600,251457
400,600,600,600,400,251458
600,600,600,400,600,251459
600,400,400,600,400,251460
400,400,400,400,200,251461
400,400,400,400,600,251462
400,400,600,600,600,251463
600,600,600,600,600,251464
600,600,600,800,600,251465
400,400,400,400,400,251466
600,600,400,600,400,251467
600,600,600,600,800,251468
600,600,600,600,600,251469
600,800,600,600,800,251470
400,600,400,400,0,251471
600,600,600,600,1000,251472
400,600,600,400,800,251473
400,400,400,400,600,251474
400,600,600,400,600,251475
400,400,400,600,600,251476
600,600,600,400,400,251477
600,600,600,800,800,251478
400,600,400,400,600,251479
400,600,400,600,800,251480
400,600,600,600,800,251481
600,600,400,400,400,251482
400,400,400,400,600,251483
400,600,600,400,600,251484
400,600,400,600,600,251485
400,400,400,600,0,251486
400,400,400,400,400,251487
600,600,600,600,600,251488
600,600,600,400,600,251489
600,600,600,600,400,251490
400,600,600,400,200,251491
400,600,400,600,600,251492
600,600,600,800,600,251493
400,400,400,600,400,251494
400,400,400,400,400,251495
400,400,400,400,600,251496
400,400,400,400,600,251497
400,400,400,600,400,251498
600,600,600,600,800,251499
600,600,600,600,600,251500
400,400,400,400,400,251501
400,400,600,400,400,251502
400,600,400,400,400,251503
400,600,400,600,600,251504
400,400,400,400,400,251505
400,600,400,600,400,251506
600,600,600,800,400,251507
600,800,600,800,800,251508
400,400,600,600,600,251509
400,400,400,400,400,251510
400,400,400,600,200,251511
400,400,400,400,600,251512
400,400,400,600,200,251513
600,600,600,600,600,251514
600,600,600,600,400,251515
400,400,600,400,600,251516
600,600,600,600,600,251517
600,600,600,400,600,251518
400,600,400,600,600,251519
400,600,600,600,600,251520
600,600,600,600,600,251521
600,400,600,600,400,251522
600,600,600,600,600,251523
400,400,400,400,400,251524
400,600,600,600,600,251525
400,400,400,400,400,251526
400,400,400,400,400,251527
400,600,600,600,600,251528
600,600,600,600,600,251529
400,400,400,400,600,251530
400,400,400,400,400,251531
400,400,400,400,600,251532
400,400,400,600,400,251533
400,400,400,600,600,251534
400,600,400,400,600,251535
400,400,400,400,400,251536
400,400,400,400,600,251537
400,400,400,400,400,251538
400,400,400,400,400,251539
600,600,600,600,600,251540
400,400,400,400,400,251541
400,400,400,400,200,251542
400,600,600,600,800,251543
400,400,400,600,400,251544
400,400,400,600,800,251545
400,400,400,400,0,251546
600,600,600,800,800,251547
600,600,600,600,400,251548
600,800,600,800,600,251549
400,400,400,400,400,251550
600,600,600,600,400,251551
400,400,600,400,200,251552
400,400,400,400,0,251553
400,400,400,400,200,251554
600,600,600,600,400,251555
600,600,600,600,400,251556
600,600,600,800,600,251557
400,400,400,400,400,251558
400,600,600,600,600,251559
400,600,600,600,600,251560
400,600,400,600,800,251561
400,600,600,400,400,251562
600,400,600,600,600,251563
400,400,400,600,600,251564
400,600,400,400,400,251565
400,600,400,400,0,251566
400,400,400,400,400,251567
600,600,600,600,800,251568
400,400,400,400,600,251569
600,600,600,600,600,251570
400,600,600,600,600,251571
600,600,600,600,600,251572
600,600,600,600,600,251573
400,600,600,400,600,251574
600,600,600,600,600,251575
400,600,600,400,400,251576
400,400,400,400,400,251577
600,600,600,600,600,251578
400,400,400,400,400,251579
400,600,400,400,600,251580
400,400,400,400,600,251581
400,600,400,400,600,251582
600,800,600,400,800,251583
600,600,400,600,600,251584
400,600,400,600,400,251585
600,600,600,600,600,251586
600,600,600,600,600,251587
400,400,400,600,600,251588
400,600,400,400,600,251589
600,600,600,600,600,251590
400,400,400,400,600,251591
400,600,400,400,400,251592
400,400,400,400,400,251593
400,400,400,400,600,251594
600,600,600,600,600,251595
400,600,600,400,600,251596
400,600,600,400,600,251597
600,600,600,600,800,251598
400,600,600,600,400,251599
400,600,600,600,0,251600
600,400,400,600,800,251601
600,600,400,600,600,251602
400,400,400,400,400,251603
400,600,400,600,600,251604
600,600,600,600,600,251605
400,400,400,400,400,251606
400,600,600,600,600,251607
400,600,600,400,600,251608
400,400,400,400,400,251609
400,400,400,400,600,251610
600,600,600,600,600,251611
600,600,600,600,400,251612
600,600,600,600,600,251613
400,400,400,400,400,251614
600,600,600,600,600,251615
600,600,600,600,600,251616
400,400,400,600,400,251617
600,400,600,600,400,251618
400,600,600,600,600,251619
600,600,400,600,400,251620
600,600,400,600,0,251621
400,400,600,600,600,251622
400,400,400,400,400,251623
400,400,400,400,400,251624
400,600,600,400,400,251625
600,600,600,400,400,251626
400,400,400,400,600,251627
400,400,400,600,600,251628
400,400,400,400,400,251629
400,600,600,400,400,251630
400,600,600,400,600,251631
400,400,400,400,600,251632
600,600,600,600,800,251633
600,600,600,600,600,251634
400,600,400,400,400,251635
400,600,600,600,600,251636
400,400,400,400,400,251637
400,600,400,600,600,251638
400,400,400,400,600,251639
400,600,400,400,600,251640
400,600,400,600,600,251641
400,400,400,400,600,251642
400,400,400,400,0,251643
400,400,400,400,0,251644
400,600,400,400,400,251645
400,400,400,400,800,251646
400,400,400,400,600,251647
400,400,400,400,400,251648
400,600,600,400,400,251649
400,600,400,600,600,251650
600,600,600,600,800,251651
600,600,600,600,600,251652
400,400,400,400,400,251653
600,400,600,600,600,251654
400,400,600,600,400,251655
400,400,400,600,600,251656
400,400,400,400,200,251657
600,600,600,600,600,251658
400,400,400,400,600,251659
400,600,400,600,400,251660
600,600,600,600,400,251661
400,400,400,600,600,251662
400,400,400,800,400,251663
400,400,400,600,400,251664
400,600,400,400,400,251665
400,400,400,400,600,251666
400,600,400,600,600,251667
400,600,600,600,600,251668
400,400,400,400,600,251669
400,400,600,600,600,251670
400,400,400,400,200,251671
400,400,400,600,400,251672
400,600,600,400,600,251673
400,600,600,600,600,251674
600,600,600,800,200,251675
600,600,400,600,400,251676
400,400,400,400,600,251677
400,600,600,400,400,251678
400,600,600,400,600,251679
600,600,600,400,800,251680
600,600,600,600,400,251681
400,600,600,400,600,251682
600,400,400,600,400,251683
600,600,600,600,600,251684
400,400,400,400,400,251685
400,400,400,400,600,251686
600,400,400,400,600,251687
400,600,600,400,600,251688
400,400,400,400,600,251689
600,600,600,800,600,251690
600,600,600,600,600,251691
400,600,400,400,400,251692
400,600,600,400,600,251693
400,600,400,600,400,251694
600,600,600,600,600,251695
400,400,400,400,400,251696
400,600,400,400,600,251697
400,600,400,400,400,251698
600,600,600,600,600,251699
400,600,400,600,600,251700
600,600,600,600,800,251701
400,400,400,400,200,251702
400,400,200,400,200,251703
400,400,400,400,400,251704
400,400,400,400,400,251705
400,600,600,400,200,251706
600,400,400,400,400,251707
600,600,600,600,800,251708
400,400,400,600,400,251709
400,600,600,600,400,251710
400,600,400,400,600,251711
400,600,400,600,600,251712
600,600,600,600,800,251713
600,600,600,800,800,251714
400,400,200,400,400,251715
400,600,400,400,400,251716
400,600,400,600,600,251717
400,600,400,400,200,251718
400,400,400,600,600,251719
600,600,600,600,800,251720
400,600,400,400,400,251721
400,400,400,400,400,251722
400,600,400,400,400,251723
400,400,400,400,400,251724
600,600,600,600,800,251725
400,600,400,400,600,251726
400,400,400,400,600,251727
400,600,400,600,200,251728
400,400,400,400,400,251729
400,400,400,400,400,251730
400,400,400,600,400,251731
600,600,600,600,600,251732
400,400,400,600,600,251733
400,600,400,600,600,251734
400,600,600,400,600,251735
600,800,600,800,800,251736
400,600,400,400,400,251737
400,400,400,400,400,251738
400,400,600,600,600,251739
600,400,400,600,600,251740
600,600,600,400,600,251741
400,400,400,400,400,251742
400,600,400,600,600,251743
400,400,400,600,400,251744
400,400,400,400,600,251745
400,400,400,600,400,251746
400,600,600,600,400,251747
400,600,400,400,400,251748
400,600,600,400,400,251749
400,400,400,400,400,251750
400,400,400,400,400,251751
400,600,400,400,200,251752
600,400,600,600,600,251753
400,600,400,400,600,251754
400,400,400,400,600,251755
600,600,600,600,800,251756
400,400,400,600,600,251757
600,600,600,600,600,251758
600,600,600,800,1000,251759
600,600,600,800,600,251760
400,400,400,600,400,251761
600,600,600,400,600,251762
600,400,400,400,400,251763
600,600,600,600,600,251764
400,600,600,400,600,251765
400,400,400,400,400,251766
400,600,400,600,600,251767
600,600,600,600,400,251768
400,600,400,400,400,251769
400,600,600,600,800,251770
400,400,600,400,400,251771
400,600,400,400,600,251772
400,600,400,600,600,251773
400,400,400,400,600,251774
400,600,400,400,600,251775
400,400,600,600,400,251776
400,400,600,600,800,251777
400,400,400,400,800,251778
400,600,600,400,600,251779
400,400,400,400,400,251780
400,400,400,600,400,251781
600,600,400,400,600,251782
600,600,600,600,800,251783
400,600,600,600,400,251784
400,400,400,400,200,251785
400,400,400,400,600,251786
400,600,600,600,600,251787
400,600,600,600,600,251788
600,600,600,600,400,251789
400,600,400,400,600,251790
600,600,600,600,400,251791
400,600,600,600,800,251792
600,400,600,600,800,251793
400,600,400,400,400,251794
400,400,400,400,400,251795
400,400,400,600,600,251796
400,600,600,600,400,251797
400,400,400,400,400,251798
600,600,400,400,600,251799
400,600,400,400,400,251800
600,600,600,400,400,251801
400,400,400,600,600,251802
400,400,600,600,600,251803
400,400,600,400,400,251804
600,600,600,600,600,251805
400,400,400,600,400,251806
600,600,600,400,400,251807
600,600,600,600,600,251808
600,600,600,600,800,251809
400,400,600,600,600,251810
400,400,400,400,0,251811
600,600,600,400,600,251812
400,400,400,400,400,251813
400,400,400,600,400,251814
400,600,400,400,600,251815
400,600,400,400,400,251816
400,400,400,400,600,251817
400,600,400,600,400,251818
600,600,600,600,800,251819
600,400,400,600,400,251820
600,400,600,400,600,251821
400,600,600,600,600,251822
600,600,600,600,600,251823
400,600,600,600,600,251824
400,400,600,400,600,251825
600,800,800,800,800,251826
600,600,600,600,1000,251827
600,600,600,400,600,251828
600,600,600,400,600,251829
400,400,400,400,400,251830
400,600,600,400,400,251831
600,400,600,600,800,251832
600,600,600,400,600,251833
600,400,400,400,400,251834
400,400,400,400,400,251835
600,600,600,600,600,251836
600,600,400,400,200,251837
600,400,400,600,400,251838
400,400,400,400,600,251839
600,600,600,600,600,251840
400,600,600,400,400,251841
400,400,400,400,600,251842
400,600,400,600,600,251843
600,600,600,600,600,251844
400,600,400,400,400,251845
400,600,600,400,0,251846
400,400,600,600,800,251847
400,600,600,400,600,251848
400,600,600,400,600,251849
400,600,600,600,600,251850
400,400,400,600,400,251851
600,600,600,800,600,251852
400,600,400,400,400,251853
400,400,400,600,400,251854
400,400,400,400,400,251855
400,400,400,400,0,251856
600,800,600,600,400,251857
600,400,400,400,400,251858
400,600,600,400,600,251859
400,400,400,400,400,251860
400,400,400,400,600,251861
600,600,600,800,600,251862
400,600,400,600,600,251863
400,400,400,600,600,251864
600,600,600,600,600,251865
400,400,400,400,400,251866
600,600,600,600,600,251867
600,600,600,600,600,251868
400,400,600,600,400,251869
400,400,400,400,600,251870
400,600,400,600,400,251871
400,400,400,400,400,251872
600,600,600,600,400,251873
400,400,400,600,600,251874
400,600,400,400,400,251875
600,800,600,600,800,251876
400,400,400,400,400,251877
400,400,400,400,400,251878
600,600,400,600,600,251879
600,600,600,400,600,251880
400,600,600,400,400,251881
400,600,600,400,600,251882
400,400,400,400,400,251883
400,600,400,400,400,251884
400,400,400,600,600,251885
400,400,400,400,400,251886
600,600,600,600,600,251887
400,400,400,600,200,251888
600,600,600,400,600,251889
400,400,400,400,400,251890
400,600,400,400,600,251891
400,600,600,600,600,251892
400,400,400,400,600,251893
400,400,400,400,600,251894
600,600,600,600,1000,251895
400,600,400,400,400,251896
400,600,600,600,600,251897
400,600,400,600,400,251898
400,400,400,600,200,251899
600,600,600,800,600,251900
400,600,600,400,1000,251901
400,400,400,400,400,251902
400,400,400,400,600,251903
400,600,600,600,800,251904
400,600,600,600,400,251905
400,400,400,600,400,251906
400,400,400,400,400,251907
600,600,600,600,600,251908
400,600,400,600,600,251909
400,600,600,600,600,251910
400,600,400,400,600,251911
400,400,400,400,600,251912
400,600,400,600,600,251913
400,400,400,400,200,251914
400,400,400,600,400,251915
400,600,400,600,600,251916
400,600,400,600,600,251917
400,400,400,400,400,251918
400,400,400,400,400,251919
600,600,400,400,600,251920
400,400,400,600,400,251921
400,600,600,600,600,251922
400,600,400,400,400,251923
400,400,600,600,400,251924
400,600,600,600,600,251925
600,600,600,600,800,251926
400,600,600,400,600,251927
600,600,600,600,600,251928
400,400,400,400,400,251929
800,600,600,800,600,251930
400,400,400,600,200,251931
400,600,400,400,400,251932
400,600,400,400,600,251933
600,600,600,600,600,251934
400,600,600,600,800,251935
400,400,400,400,400,251936
400,400,400,400,400,251937
400,400,400,600,400,251938
600,600,600,600,600,251939
600,600,600,800,800,251940
600,400,400,600,600,251941
600,600,600,400,600,251942
400,400,400,600,400,251943
400,400,400,400,600,251944
400,600,600,400,1000,251945
600,600,600,600,400,251946
400,400,400,600,200,251947
400,600,600,600,600,251948
400,400,400,400,400,251949
400,400,400,400,400,251950
400,400,400,400,200,251951
400,400,600,600,600,251952
400,400,400,400,600,251953
400,400,400,400,600,251954
400,600,600,600,800,251955
600,400,400,400,600,251956
400,400,400,400,400,251957
400,400,400,400,600,251958
400,400,400,400,600,251959
400,400,400,600,400,251960
600,600,600,600,200,251961
400,600,600,600,200,251962
600,600,400,400,400,251963
600,600,600,600,600,251964
600,600,600,600,600,251965
600,600,600,600,600,251966
400,600,600,400,600,251967
400,600,600,600,600,251968
400,600,400,400,400,251969
600,400,600,400,800,251970
600,600,600,600,400,251971
400,400,400,400,600,251972
600,600,600,800,600,251973
400,600,400,400,600,251974
400,400,400,400,200,251975
400,400,400,600,400,251976
600,600,400,600,600,251977
600,600,600,600,800,251978
400,400,600,600,600,251979
600,600,400,400,600,251980
400,400,600,600,400,251981
400,600,600,400,600,251982
400,600,400,400,600,251983
600,600,400,600,400,251984
600,600,600,600,800,251985
600,600,600,600,600,251986
400,600,600,400,400,251987
400,600,600,400,600,251988
600,600,600,600,600,251989
600,600,600,800,600,251990
600,600,600,600,800,251991
400,600,400,600,600,251992
400,400,400,600,400,251993
400,600,400,600,600,251994
400,600,400,400,400,251995
400,600,600,400,600,251996
400,400,600,400,600,251997
400,600,600,400,600,251998
400,400,400,400,400,251999
600,600,600,600,600,252000
400,400,400,600,400,252001
600,600,600,600,600,252002
400,400,400,400,400,252003
400,400,400,400,0,252004
400,400,400,400,400,252005
400,600,400,400,600,252006
400,400,400,400,600,252007
400,600,600,600,800,252008
400,400,400,400,200,252009
400,400,400,600,600,252010
400,600,600,600,600,252011
400,400,400,400,600,252012
400,600,400,400,400,252013
400,400,400,400,400,252014
400,600,600,400,600,252015
400,400,400,400,400,252016
600,600,400,600,600,252017
400,400,400,600,800,252018
600,600,600,400,600,252019
600,600,600,600,0,252020
600,600,600,800,800,252021
400,600,600,600,400,252022
400,400,400,400,400,252023
400,600,400,400,600,252024
400,400,400,400,600,252025
400,400,600,400,600,252026
400,600,400,600,600,252027
400,400,600,400,600,252028
400,600,400,400,600,252029
400,400,400,600,600,252030
400,400,400,400,600,252031
600,600,600,600,600,252032
400,400,400,400,600,252033
400,600,400,400,600,252034
400,600,400,400,600,252035
400,400,400,600,400,252036
600,600,600,600,600,252037
400,400,400,600,400,252038
600,600,600,600,600,252039
400,600,600,600,600,252040
600,600,600,600,800,252041
400,400,400,400,400,252042
400,400,400,400,400,252043
400,600,600,600,800,252044
400,600,400,400,400,252045
600,600,600,600,600,252046
400,600,600,600,600,252047
600,600,600,600,400,252048
400,600,600,600,0,252049
400,600,400,400,600,252050
400,600,600,400,600,252051
600,600,600,600,600,252052
400,400,400,400,400,252053
400,600,600,600,600,252054
400,400,400,400,400,252055
600,600,600,400,600,252056
600,600,600,600,400,252057
400,600,600,600,600,252058
400,400,400,600,400,252059
600,600,400,600,600,252060
400,600,600,600,600,252061
400,400,400,600,600,252062
400,400,400,600,600,252063
400,600,600,400,400,252064
600,600,600,600,600,252065
400,400,400,400,400,252066
400,600,600,600,400,252067
400,400,400,400,200,252068
600,600,600,600,600,252069
400,600,400,600,600,252070
400,400,400,400,400,252071
600,400,400,400,400,252072
400,400,400,400,200,252073
400,400,400,400,0,252074
600,600,600,600,800,252075
400,400,400,400,600,252076
400,400,400,400,400,252077
600,600,600,600,800,252078
400,600,600,600,600,252079
400,600,600,600,600,252080
600,600,600,600,600,252081
400,400,400,400,400,252082
600,600,600,600,600,252083
400,400,400,400,800,252084
400,600,600,600,600,252085
400,400,400,400,400,252086
400,400,400,400,600,252087
600,600,600,600,600,252088
400,400,400,600,400,252089
600,600,600,600,600,252090
400,600,400,400,400,252091
400,400,400,400,400,252092
400,600,600,600,400,252093
400,400,400,400,400,252094
400,400,600,400,400,252095
400,600,600,600,600,252096
600,600,600,600,800,252097
600,600,600,600,400,252098
400,400,400,600,400,252099
400,400,400,400,400,252100
400,400,600,600,400,252101
400,600,400,400,600,252102
400,400,400,600,600,252103
600,600,600,600,800,252104
400,600,400,600,600,252105
600,600,600,600,600,252106
400,600,400,600,600,252107
400,400,400,400,0,252108
400,400,400,400,600,252109
400,400,400,400,200,252110
400,600,400,400,600,252111
600,600,600,600,400,252112
600,400,400,400,400,252113
400,400,600,400,600,252114
600,600,400,600,200,252115
400,600,400,400,400,252116
600,600,600,600,600,252117
400,600,600,400,200,252118
600,600,400,600,800,252119
400,600,600,400,600,252120
400,400,400,400,400,252121
400,600,600,600,800,252122
400,400,400,400,400,252123
600,600,600,600,800,252124
400,400,400,400,400,252125
400,400,600,600,600,252126
600,600,600,600,600,252127
400,400,400,400,400,252128
400,400,400,600,800,252129
600,600,400,600,600,252130
400,600,400,600,400,252131
400,600,600,600,400,252132
400,600,600,800,400,252133
400,600,400,600,600,252134
400,400,400,400,0,252135
600,600,600,600,600,252136
400,600,400,600,400,252137
600,600,600,800,600,252138
400,400,400,400,400,252139
600,800,600,800,800,252140
400,600,400,600,600,252141
400,400,400,400,600,252142
600,600,600,600,600,252143
400,400,400,400,600,252144
400,400,400,400,600,252145
400,400,600,600,400,252146
400,600,600,600,600,252147
400,400,600,600,600,252148
400,400,400,600,600,252149
600,600,600,600,600,252150
400,400,400,400,400,252151
600,600,400,600,600,252152
400,400,400,400,400,252153
400,600,600,400,400,252154
400,600,600,400,600,252155
600,600,600,400,600,252156
600,600,600,600,600,252157
600,400,600,600,400,252158
400,600,400,400,400,252159
600,600,600,800,600,252160
600,800,600,600,400,252161
400,400,400,400,600,252162
400,400,400,600,400,252163
600,600,600,600,800,252164
600,600,400,600,400,252165
600,600,600,600,800,252166
400,400,400,400,400,252167
400,400,400,400,600,252168
800,800,600,800,1000,252169
400,600,600,400,600,252170
400,600,600,600,400,252171
600,600,400,400,400,252172
600,600,600,600,600,252173
400,400,400,400,200,252174
400,600,600,400,600,252175
400,400,400,400,600,252176
400,400,400,600,400,252177
400,400,400,400,400,252178
400,400,400,400,400,252179
400,400,400,600,400,252180
400,600,600,400,400,252181
600,600,600,600,600,252182
400,400,400,600,400,252183
400,600,400,400,600,252184
400,600,600,400,600,252185
600,600,600,600,600,252186
600,600,600,600,800,252187
400,600,400,600,400,252188
400,600,400,400,600,252189
600,600,600,600,1000,252190
600,600,600,600,400,252191
600,600,600,600,800,252192
400,400,400,400,400,252193
400,600,600,400,600,252194
600,600,600,400,600,252195
400,400,400,400,600,252196
400,400,400,400,600,252197
400,400,400,400,400,252198
400,600,600,600,800,252199
400,600,600,400,600,252200
600,600,600,800,800,252201
400,400,400,400,200,252202
400,400,400,400,400,252203
400,600,600,600,600,252204
400,400,400,600,400,252205
400,600,400,600,600,252206
400,600,400,400,200,252207
400,400,400,600,600,252208
400,400,400,400,400,252209
600,600,400,400,600,252210
400,400,400,600,400,252211
400,600,400,400,600,252212
400,400,600,600,200,252213
600,600,600,800,600,252214
400,400,600,400,800,252215
400,400,400,400,400,252216
600,600,600,800,600,252217
400,400,400,400,600,252218
400,400,400,400,400,252219
600,600,600,600,600,252220
400,400,400,400,400,252221
400,400,400,600,400,252222
400,400,400,400,600,252223
400,600,400,600,600,252224
600,600,600,600,400,252225
400,400,400,400,400,252226
400,400,400,400,400,252227
400,600,600,600,600,252228
400,400,400,400,400,252229
600,600,600,600,800,252230
600,600,600,600,600,252231
400,600,400,600,400,252232
400,600,600,600,400,252233
400,400,400,600,400,252234
400,600,400,400,400,252235
600,600,600,600,800,252236
600,600,600,400,600,252237
400,600,600,600,600,252238
400,600,600,600,600,252239
400,600,600,400,800,252240
400,400,600,400,600,252241
400,400,400,400,600,252242
400,600,600,600,600,252243
400,400,400,600,400,252244
400,600,400,400,400,252245
400,400,600,600,600,252246
400,400,400,400,600,252247
400,600,600,600,600,252248
400,600,400,400,600,252249
400,600,400,600,600,252250
400,600,600,400,400,252251
600,400,600,600,400,252252
400,400,400,400,400,252253
600,600,600,600,400,252254
600,600,600,600,600,252255
600,600,600,400,600,252256
600,600,600,400,600,252257
400,600,600,600,800,252258
400,600,600,400,400,252259
400,400,400,600,200,252260
600,600,600,400,600,252261
400,600,400,600,400,252262
400,600,400,400,400,252263
600,400,600,600,800,252264
400,600,600,400,800,252265
400,400,400,600,600,252266
400,600,400,400,400,252267
400,400,400,400,200,252268
600,600,600,600,600,252269
400,600,400,600,400,252270
400,400,400,400,400,252271
400,600,400,400,0,252272
400,600,600,600,600,252273
400,400,400,400,400,252274
400,600,600,600,600,252275
400,600,400,600,400,252276
400,400,400,400,400,252277
600,400,400,600,400,252278
400,400,400,400,400,252279
400,600,600,400,600,252280
400,400,400,400,400,252281
400,600,600,600,400,252282
400,400,400,400,400,252283
400,600,600,600,400,252284
400,600,400,600,400,252285
400,400,400,400,400,252286
400,600,400,600,400,252287
400,600,600,600,600,252288
400,400,400,400,0,252289
600,600,600,600,600,252290
