UF_RESIDENCIA,IDADE,TP_SEXO,ST_CONCLUSAO,ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,IDX
2,18,0,2,0,1,0,3,269944
17,19,1,1,2011,0,0,1,269945
26,23,1,4,0,0,0,3,269946
25,35,0,1,2004,0,0,3,269947
25,18,0,2,0,1,0,2,269948
13,29,0,1,2004,0,1,1,269949
19,17,0,2,0,1,0,3,269950
6,19,1,3,0,0,0,1,269951
13,18,0,3,0,0,0,2,269952
25,18,0,2,0,1,0,1,269953
17,21,0,1,2009,0,0,3,269954
17,17,0,2,0,1,1,3,269955
13,25,1,1,2006,0,0,1,269956
13,17,0,2,0,1,0,3,269957
10,16,0,2,0,2,0,4,269958
18,15,1,3,0,0,0,3,269959
9,17,0,2,0,1,0,3,269960
18,19,0,2,0,1,0,3,269961
21,19,0,2,0,1,0,3,269962
6,27,0,2,0,1,0,3,269963
21,29,0,4,0,0,0,1,269964
13,25,0,1,2008,0,1,1,269965
6,29,0,1,2004,0,0,3,269966
15,21,0,1,2009,0,0,3,269967
9,17,1,1,2012,0,0,1,269968
16,19,0,1,2012,0,0,3,269969
6,21,0,2,0,1,1,3,269970
25,21,0,1,2012,0,0,1,269971
21,17,1,2,0,1,0,0,269972
16,16,0,3,0,0,0,1,269973
17,37,0,1,2004,0,1,3,269974
6,17,0,2,0,1,0,1,269975
9,17,0,2,0,1,0,3,269976
27,17,1,2,0,1,0,3,269977
25,15,0,3,0,0,0,1,269978
11,23,1,4,0,0,0,1,269979
13,24,1,1,2007,0,0,1,269980
19,19,1,3,0,0,0,1,269981
22,18,1,2,0,2,0,1,269982
16,17,0,2,0,1,0,1,269983
13,17,0,2,0,2,0,1,269984
25,31,0,1,2006,0,2,3,269985
9,17,0,2,0,1,0,1,269986
19,22,1,1,2009,0,0,0,269987
21,27,0,1,2010,0,0,1,269988
14,19,0,2,0,1,0,3,269989
5,17,1,2,0,2,0,1,269990
18,18,0,2,0,2,0,3,269991
16,18,0,4,0,0,0,3,269992
13,34,0,1,2004,0,1,1,269993
9,16,1,3,0,0,0,1,269994
25,18,1,2,0,2,0,1,269995
9,19,0,1,2011,0,0,3,269996
9,24,1,1,2006,0,1,1,269997
24,29,1,1,2005,0,1,3,269998
25,52,1,4,0,0,0,3,269999
11,18,0,2,0,1,0,3,270000
13,26,0,1,2008,0,0,4,270001
11,19,0,1,2011,0,0,3,270002
19,35,0,4,0,0,0,2,270003
16,17,0,2,0,1,0,3,270004
13,15,0,3,0,0,0,1,270005
6,20,1,1,2011,0,0,1,270006
17,56,0,3,0,0,0,3,270007
6,17,1,1,2012,0,0,1,270008
25,19,1,2,0,1,0,3,270009
20,17,0,2,0,1,1,4,270010
13,17,0,2,0,1,0,1,270011
25,20,1,1,2011,0,0,1,270012
25,23,0,1,2008,0,0,1,270013
21,43,1,1,2004,0,1,3,270014
25,17,0,2,0,2,0,1,270015
5,16,0,2,0,1,0,3,270016
7,25,1,1,2006,0,1,1,270017
5,24,0,1,2007,0,0,3,270018
13,18,0,2,0,2,0,4,270019
25,17,0,2,0,1,0,3,270020
17,19,0,1,2012,0,0,3,270021
7,17,1,2,0,2,0,3,270022
13,18,0,1,2012,0,0,2,270023
13,17,0,2,0,1,0,3,270024
15,15,1,3,0,0,0,3,270025
14,17,0,1,2012,0,0,2,270026
25,21,1,1,2010,0,0,3,270027
25,22,1,1,2010,0,0,1,270028
21,17,0,2,0,1,0,1,270029
13,17,0,2,0,1,0,3,270030
6,17,1,3,0,0,0,3,270031
18,18,0,2,0,1,0,3,270032
19,18,1,3,0,0,0,1,270033
6,17,1,3,0,0,0,1,270034
5,19,1,2,0,1,0,5,270035
5,26,1,1,2007,0,0,2,270036
18,16,1,2,0,1,0,3,270037
16,16,0,3,0,0,0,1,270038
26,31,0,1,2004,0,1,3,270039
18,18,1,1,2012,0,0,1,270040
5,21,0,1,2011,0,0,3,270041
16,17,0,2,0,1,0,1,270042
8,21,1,1,2010,0,0,2,270043
14,22,0,1,2009,0,0,3,270044
25,18,0,1,2012,0,0,1,270045
9,21,0,1,2010,0,1,4,270046
13,25,0,1,2012,0,1,3,270047
20,16,0,3,0,0,0,3,270048
24,38,0,4,0,0,0,1,270049
2,16,1,3,0,0,0,3,270050
20,51,1,1,2004,0,1,0,270051
25,17,1,2,0,1,0,1,270052
25,19,0,1,2011,0,0,3,270053
4,20,0,1,2011,0,1,3,270054
13,22,0,2,0,1,0,3,270055
25,16,0,3,0,0,0,1,270056
26,20,1,1,2012,0,0,2,270057
12,19,0,1,2011,0,0,3,270058
10,19,1,1,2012,0,0,1,270059
25,26,1,4,0,0,0,1,270060
19,18,0,2,0,2,0,1,270061
21,17,0,2,0,1,0,1,270062
15,18,1,1,2012,0,0,2,270063
13,17,1,2,0,1,0,1,270064
12,28,0,1,2007,0,0,5,270065
11,25,0,1,2011,0,0,1,270066
13,15,0,3,0,0,0,2,270067
27,27,1,1,2008,0,0,3,270068
25,27,0,1,2004,0,0,3,270069
5,19,0,1,2012,0,0,3,270070
6,18,1,2,0,1,0,1,270071
10,21,0,1,2010,0,0,3,270072
19,17,0,3,0,0,0,1,270073
16,17,0,2,0,1,0,1,270074
11,28,1,1,2004,0,0,3,270075
9,17,0,2,0,2,0,1,270076
5,27,0,4,0,0,0,3,270077
19,29,0,1,2004,0,0,2,270078
20,22,0,1,2010,0,1,3,270079
13,17,0,3,0,0,0,3,270080
8,18,1,1,2012,0,0,3,270081
17,21,0,1,2009,0,0,3,270082
17,16,0,3,0,0,0,1,270083
5,17,1,3,0,0,0,3,270084
20,28,0,1,2005,0,0,1,270085
5,18,0,1,2012,0,0,2,270086
16,17,0,2,0,1,0,3,270087
21,49,0,1,2012,0,0,1,270088
19,26,0,4,0,0,0,2,270089
25,17,0,2,0,1,0,2,270090
25,18,1,1,2012,0,0,1,270091
13,19,1,1,2011,0,0,1,270092
17,20,0,1,2012,0,0,2,270093
25,33,0,1,2004,0,2,3,270094
19,17,0,3,0,0,0,1,270095
15,18,1,1,2012,0,0,2,270096
10,20,0,1,2012,0,0,3,270097
7,20,1,1,2010,0,0,1,270098
13,17,1,3,0,0,0,3,270099
4,18,1,2,0,1,0,3,270100
7,18,0,2,0,1,0,3,270101
24,19,0,1,2012,0,0,1,270102
25,18,1,1,2012,0,0,1,270103
14,20,1,1,2010,0,0,1,270104
26,18,0,3,0,0,0,2,270105
12,25,1,1,2009,0,0,3,270106
21,18,0,1,2012,0,0,2,270107
26,18,0,2,0,2,0,1,270108
8,22,1,1,2009,0,0,1,270109
11,20,0,4,0,0,0,3,270110
19,17,0,3,0,0,0,1,270111
13,20,1,1,2012,0,0,3,270112
19,24,0,1,2006,0,0,3,270113
14,21,0,1,2010,0,0,3,270114
6,20,1,2,0,1,0,3,270115
13,27,0,1,2004,0,0,3,270116
19,42,0,1,2004,0,2,3,270117
16,16,1,3,0,0,0,1,270118
14,17,0,2,0,1,0,1,270119
25,19,1,4,0,0,0,2,270120
20,27,0,1,2004,0,0,3,270121
14,22,0,1,2010,0,0,1,270122
25,17,0,2,0,1,0,1,270123
14,30,0,1,2004,0,1,0,270124
13,16,0,3,0,0,0,1,270125
19,18,1,1,2012,0,0,2,270126
16,18,0,1,2012,0,0,1,270127
19,19,0,1,2012,0,0,2,270128
19,17,1,3,0,0,0,1,270129
13,21,0,1,2011,0,0,1,270130
21,18,1,1,2012,0,0,1,270131
9,17,0,2,0,1,0,3,270132
16,34,1,1,2004,0,2,1,270133
19,22,1,1,2008,0,0,2,270134
5,22,0,1,2009,0,0,2,270135
17,18,1,2,0,1,0,3,270136
12,21,0,1,2012,0,0,3,270137
25,20,0,4,0,0,0,1,270138
11,21,0,2,0,1,0,1,270139
6,18,0,3,0,0,0,2,270140
15,25,1,1,2005,0,0,3,270141
15,28,1,1,2004,0,1,3,270142
2,17,0,3,0,0,0,1,270143
21,17,0,2,0,2,0,3,270144
10,21,0,1,2012,0,0,3,270145
8,17,0,2,0,1,1,1,270146
25,29,0,1,2004,0,2,3,270147
6,16,0,3,0,0,0,1,270148
11,21,0,1,2012,0,0,2,270149
19,29,1,1,2008,0,0,2,270150
4,23,0,1,2010,0,0,3,270151
5,25,0,1,2005,0,0,1,270152
11,28,1,1,2004,0,1,3,270153
16,17,0,2,0,1,0,1,270154
21,19,0,1,2012,0,0,1,270155
17,27,0,1,2007,0,1,2,270156
17,18,0,1,2012,0,0,0,270157
8,24,0,4,0,0,1,1,270158
2,19,0,2,0,1,0,3,270159
6,16,1,3,0,0,0,2,270160
13,20,1,1,2010,0,0,3,270161
25,24,1,1,2007,0,0,3,270162
2,20,0,1,2010,0,0,3,270163
19,18,1,1,2012,0,0,1,270164
5,23,1,1,2012,0,0,2,270165
13,17,1,2,0,1,0,2,270166
18,18,1,1,2012,0,0,3,270167
16,20,1,2,0,1,0,1,270168
6,16,1,3,0,0,0,1,270169
5,35,1,1,0,0,1,1,270170
13,16,0,3,0,0,0,3,270171
5,19,1,2,0,1,0,3,270172
25,18,0,2,0,2,0,1,270173
14,17,0,2,0,1,0,3,270174
16,32,0,1,2004,0,1,1,270175
21,60,1,4,0,0,1,1,270176
4,21,0,1,2011,0,0,3,270177
2,19,0,1,2012,0,0,3,270178
18,16,0,3,0,0,0,3,270179
5,16,1,2,0,2,0,2,270180
14,27,1,1,2004,0,1,3,270181
5,22,0,2,0,1,0,2,270182
15,19,1,1,2012,0,0,3,270183
14,25,0,1,2008,0,1,1,270184
25,25,0,1,2005,0,0,3,270185
5,18,1,1,2012,0,0,2,270186
13,28,0,1,2004,0,1,2,270187
6,17,0,1,2012,0,0,1,270188
25,17,1,2,0,1,0,1,270189
13,17,0,2,0,2,0,1,270190
26,31,0,1,2004,0,2,3,270191
12,17,0,3,0,0,0,1,270192
6,18,1,2,0,1,0,3,270193
19,29,0,4,0,0,0,1,270194
17,18,1,2,0,1,0,4,270195
21,17,0,2,0,1,0,1,270196
2,19,0,2,0,1,0,3,270197
4,17,0,2,0,1,0,3,270198
9,22,0,1,2008,0,0,2,270199
7,22,1,1,2008,0,0,1,270200
17,23,0,1,2010,0,0,3,270201
13,20,1,1,2012,0,0,1,270202
21,18,0,2,0,1,0,0,270203
25,16,0,3,0,0,0,1,270204
18,19,0,2,0,1,0,3,270205
25,17,0,2,0,1,0,1,270206
17,32,1,1,2004,0,0,1,270207
13,18,0,2,0,2,0,1,270208
5,30,1,1,2004,0,1,2,270209
25,22,1,1,2009,0,0,1,270210
25,20,0,2,0,1,1,1,270211
21,36,1,4,0,0,0,1,270212
4,18,1,2,0,1,0,2,270213
25,18,0,2,0,1,0,1,270214
20,18,0,1,2012,0,0,1,270215
17,26,1,1,2012,0,0,0,270216
2,27,1,1,2009,0,0,3,270217
9,18,1,1,2012,0,0,1,270218
18,17,0,2,0,2,0,1,270219
25,22,0,4,0,0,0,3,270220
24,18,1,1,2012,0,0,1,270221
4,17,0,2,0,1,0,1,270222
6,13,1,4,0,0,0,3,270223
13,17,0,2,0,2,0,0,270224
25,17,0,3,0,0,0,1,270225
9,17,1,2,0,1,0,3,270226
13,16,0,3,0,0,0,3,270227
21,50,1,4,0,0,0,1,270228
9,29,0,1,2008,0,1,3,270229
25,21,0,1,2010,0,0,1,270230
13,18,1,1,2012,0,0,1,270231
14,21,1,1,2010,0,0,3,270232
6,28,0,1,2004,0,0,3,270233
19,30,0,1,2010,0,1,2,270234
10,19,1,1,2012,0,0,4,270235
15,21,1,1,2011,0,0,3,270236
8,26,0,2,0,1,1,1,270237
6,19,0,1,2010,0,0,1,270238
19,20,1,1,2010,0,0,1,270239
8,27,0,1,2005,0,1,3,270240
13,16,0,3,0,0,0,1,270241
5,16,0,2,0,1,0,0,270242
13,39,1,1,2004,0,0,2,270243
11,19,1,1,2012,0,0,4,270244
14,19,1,1,2011,0,0,1,270245
6,14,0,3,0,0,0,2,270246
14,35,0,1,2004,0,1,3,270247
4,20,0,1,2010,0,0,1,270248
25,16,0,3,0,0,0,1,270249
25,15,0,3,0,0,0,1,270250
16,17,0,2,0,1,0,1,270251
13,16,0,3,0,0,0,5,270252
19,18,0,2,0,1,0,1,270253
21,18,0,2,0,1,0,1,270254
26,26,1,1,2006,0,0,3,270255
13,28,0,1,2004,0,1,1,270256
17,39,0,1,2004,0,1,3,270257
24,17,1,2,0,1,0,1,270258
20,18,0,3,0,0,0,2,270259
5,18,0,2,0,1,0,3,270260
4,19,0,1,2011,0,0,3,270261
25,17,0,2,0,1,0,1,270262
16,21,0,3,0,0,0,1,270263
2,17,0,3,0,0,0,3,270264
13,17,0,3,0,0,0,1,270265
25,17,0,2,0,1,0,2,270266
25,18,0,1,2012,0,0,1,270267
4,15,1,3,0,0,0,3,270268
10,18,0,1,2012,0,0,1,270269
25,16,0,3,0,0,0,3,270270
6,16,1,3,0,0,0,3,270271
25,18,0,1,2012,0,0,1,270272
25,19,0,1,2011,0,0,3,270273
4,42,0,1,2004,0,1,3,270274
17,36,0,2,0,1,0,3,270275
25,18,0,1,2012,0,0,3,270276
19,25,1,1,2006,0,0,1,270277
13,17,1,2,0,1,0,3,270278
16,19,1,1,2011,0,0,3,270279
25,33,0,1,2004,0,1,2,270280
15,16,0,3,0,0,0,1,270281
25,20,0,1,2011,0,0,3,270282
18,32,0,1,2004,0,1,3,270283
18,15,1,3,0,0,0,3,270284
19,18,0,2,0,2,0,1,270285
6,21,0,2,0,1,0,3,270286
21,17,1,2,0,2,0,1,270287
25,18,0,2,0,1,0,2,270288
25,19,0,1,2011,0,0,1,270289
5,27,0,1,2010,0,0,2,270290
4,19,0,3,0,0,0,3,270291
10,18,0,1,2012,0,0,1,270292
4,24,0,1,2010,0,0,3,270293
5,26,0,2,0,1,1,2,270294
24,17,0,2,0,2,0,1,270295
18,19,0,2,0,1,0,3,270296
19,18,0,2,0,1,0,1,270297
17,15,0,3,0,0,0,3,270298
9,15,0,3,0,0,0,3,270299
2,22,0,1,2010,0,0,3,270300
15,16,1,3,0,0,0,1,270301
19,22,1,1,2012,0,0,3,270302
12,16,0,2,0,2,0,4,270303
10,19,0,2,0,1,0,3,270304
6,30,0,1,2004,0,1,3,270305
13,17,0,2,0,1,0,3,270306
25,18,0,1,2012,0,0,1,270307
24,18,0,2,0,1,0,1,270308
16,19,1,1,2012,0,0,1,270309
6,31,0,1,2010,0,0,1,270310
13,18,0,2,0,1,0,2,270311
16,22,1,4,0,0,0,1,270312
6,18,1,2,0,1,0,3,270313
25,22,1,1,2008,0,0,1,270314
7,19,0,3,0,0,0,2,270315
25,21,1,1,2011,0,0,3,270316
25,17,0,3,0,0,0,1,270317
13,16,0,3,0,0,0,3,270318
25,17,0,2,0,1,0,3,270319
13,28,0,1,2004,0,0,3,270320
15,17,0,2,0,1,0,1,270321
16,24,1,1,2006,0,0,1,270322
9,19,0,1,2012,0,0,2,270323
6,17,1,2,0,2,0,1,270324
24,16,0,2,0,1,1,1,270325
25,19,0,1,2011,0,0,1,270326
6,16,0,3,0,0,0,3,270327
25,18,1,2,0,1,0,2,270328
6,19,1,3,0,0,0,3,270329
6,17,1,3,0,0,0,3,270330
8,21,0,1,2009,0,0,3,270331
25,16,0,3,0,0,0,3,270332
13,18,0,1,2012,0,0,1,270333
10,18,1,1,2011,0,0,1,270334
25,21,0,1,2009,0,0,1,270335
11,18,0,3,0,0,0,3,270336
13,28,1,1,2004,0,0,2,270337
14,20,0,2,0,1,0,3,270338
6,15,1,3,0,0,0,3,270339
6,24,0,1,2008,0,0,3,270340
19,21,0,1,2009,0,0,1,270341
25,20,0,2,0,1,0,3,270342
23,21,0,1,2011,0,0,3,270343
13,20,0,2,0,1,0,3,270344
16,19,0,1,2011,0,0,3,270345
6,21,1,1,2009,0,0,3,270346
25,17,0,2,0,1,0,3,270347
25,21,1,3,0,0,0,1,270348
13,22,1,1,2009,0,0,1,270349
17,18,0,1,2012,0,0,1,270350
25,19,1,2,0,1,0,1,270351
6,19,0,1,2012,0,0,3,270352
17,27,1,1,2004,0,1,3,270353
17,18,0,2,0,1,0,1,270354
13,30,1,1,2004,0,1,3,270355
17,18,1,1,2012,0,0,3,270356
14,19,1,2,0,1,0,1,270357
25,16,0,3,0,0,0,1,270358
14,19,1,1,2011,0,0,3,270359
10,26,0,1,2005,0,0,2,270360
11,21,0,1,2010,0,0,0,270361
24,18,0,2,0,2,0,1,270362
16,20,1,3,0,0,0,3,270363
25,18,1,2,0,2,0,1,270364
13,21,1,4,0,0,0,1,270365
24,17,0,2,0,1,0,1,270366
6,15,0,3,0,0,0,3,270367
10,19,0,1,2011,0,0,3,270368
20,17,1,2,0,1,0,1,270369
25,18,0,2,0,1,0,0,270370
9,17,1,2,0,2,0,3,270371
13,18,1,2,0,2,0,1,270372
19,18,1,1,2012,0,0,2,270373
15,15,1,3,0,0,0,1,270374
25,18,0,3,0,0,0,3,270375
13,16,1,3,0,0,0,1,270376
6,16,1,3,0,0,0,1,270377
17,26,0,1,2005,0,1,2,270378
19,18,1,1,2012,0,0,3,270379
21,44,1,1,2005,0,2,3,270380
13,17,0,2,0,1,0,3,270381
6,22,1,1,2009,0,0,3,270382
5,27,0,1,2005,0,0,3,270383
5,20,1,2,0,1,0,3,270384
17,43,1,1,2004,0,1,3,270385
7,19,0,2,0,1,0,3,270386
18,16,0,3,0,0,0,3,270387
13,17,0,2,0,1,0,2,270388
6,18,1,3,0,0,0,0,270389
14,44,0,1,2004,0,1,1,270390
13,18,0,2,0,1,0,3,270391
20,28,1,1,2012,0,1,1,270392
10,26,1,1,2008,0,0,2,270393
16,17,0,2,0,2,0,1,270394
15,27,0,1,2009,0,1,1,270395
9,16,0,2,0,1,0,4,270396
21,34,1,1,2004,0,1,1,270397
11,18,1,3,0,0,0,3,270398
25,18,0,1,2012,0,0,1,270399
9,20,1,1,2010,0,0,3,270400
16,18,1,3,0,0,0,1,270401
25,16,1,3,0,0,0,1,270402
13,15,0,3,0,0,0,3,270403
24,25,1,1,2011,0,0,1,270404
16,23,1,4,0,0,1,1,270405
12,17,0,2,0,1,0,4,270406
25,20,0,1,2012,0,0,1,270407
26,18,0,1,2012,0,0,3,270408
21,17,0,2,0,1,0,1,270409
13,44,0,1,2004,0,1,3,270410
6,16,0,3,0,0,0,3,270411
12,41,1,4,0,0,1,1,270412
5,16,0,2,0,1,0,1,270413
25,16,1,3,0,0,0,1,270414
13,16,1,2,0,2,0,1,270415
16,16,0,3,0,0,0,1,270416
13,24,1,1,2007,0,0,3,270417
5,16,0,2,0,1,0,1,270418
24,16,0,3,0,0,0,1,270419
9,16,0,3,0,0,0,1,270420
13,22,1,2,0,1,0,3,270421
25,22,0,1,2008,0,0,3,270422
16,16,0,3,0,0,0,1,270423
13,22,0,1,2009,0,0,3,270424
25,17,1,2,0,1,0,2,270425
13,18,1,1,2012,0,0,1,270426
5,20,1,2,0,1,0,2,270427
26,17,1,2,0,2,0,0,270428
25,15,0,3,0,0,0,1,270429
10,17,1,3,0,0,0,3,270430
5,30,0,1,2004,0,0,3,270431
13,16,1,3,0,0,0,1,270432
9,32,1,1,2005,0,1,4,270433
13,18,0,1,2012,0,0,3,270434
13,17,0,2,0,1,0,1,270435
25,17,0,2,0,1,0,3,270436
25,18,0,2,0,1,0,1,270437
7,21,1,1,2010,0,0,4,270438
6,17,1,3,0,0,0,1,270439
19,25,0,1,2004,0,0,1,270440
18,19,0,1,2012,0,0,1,270441
2,19,0,3,0,0,0,1,270442
25,32,0,1,2004,0,1,1,270443
13,21,1,1,2010,0,0,1,270444
14,25,0,1,2004,0,0,3,270445
19,46,0,1,2004,0,0,3,270446
24,18,0,1,2012,0,0,1,270447
6,17,0,2,0,1,0,4,270448
5,16,1,2,0,1,0,3,270449
6,17,1,2,0,1,0,3,270450
16,16,1,3,0,0,0,1,270451
25,18,0,1,2012,0,0,1,270452
6,16,0,3,0,0,0,1,270453
14,20,1,1,2011,0,0,3,270454
16,17,1,2,0,2,0,1,270455
13,15,1,3,0,0,0,3,270456
9,18,0,2,0,1,0,3,270457
18,25,0,1,2008,0,0,1,270458
26,23,0,1,2012,0,0,1,270459
23,18,0,2,0,1,0,3,270460
19,19,0,2,0,1,0,1,270461
21,17,0,2,0,1,0,3,270462
11,15,0,4,0,0,0,3,270463
16,19,1,2,0,2,0,1,270464
19,19,1,2,0,1,0,2,270465
22,21,0,1,2009,0,0,3,270466
21,27,0,4,0,0,1,1,270467
16,25,1,4,0,0,0,2,270468
15,29,0,1,2007,0,1,1,270469
19,21,0,1,2012,0,0,3,270470
14,25,1,1,2009,0,0,3,270471
6,17,0,3,0,0,0,3,270472
4,18,0,1,2012,0,0,3,270473
9,16,1,3,0,0,0,1,270474
26,36,1,1,2004,0,0,3,270475
19,17,0,3,0,0,0,3,270476
25,17,0,2,0,1,0,1,270477
20,18,0,1,2012,0,0,1,270478
19,30,0,1,2011,0,0,1,270479
4,20,0,2,0,1,0,3,270480
13,24,0,1,2006,0,0,2,270481
18,35,0,2,0,1,0,3,270482
12,17,0,2,0,1,0,3,270483
13,18,0,1,2012,0,0,1,270484
17,15,1,3,0,0,0,3,270485
12,30,0,1,2004,0,0,3,270486
13,17,1,2,0,1,0,3,270487
12,23,1,1,2007,0,0,1,270488
10,17,0,3,0,0,0,3,270489
19,17,1,2,0,1,0,3,270490
2,20,0,1,2012,0,0,3,270491
14,21,0,1,2011,0,0,3,270492
21,17,0,2,0,1,0,1,270493
17,15,1,3,0,0,0,1,270494
19,20,1,2,0,1,0,1,270495
7,19,1,2,0,1,0,1,270496
5,26,0,1,2005,0,0,3,270497
17,22,0,1,2010,0,0,2,270498
13,27,0,4,0,0,0,2,270499
6,19,0,1,2011,0,0,1,270500
21,19,1,1,2012,0,0,1,270501
25,19,0,1,2012,0,0,3,270502
5,17,0,1,2012,0,0,2,270503
27,31,1,4,0,0,1,1,270504
13,23,0,1,2008,0,0,1,270505
16,43,1,2,0,1,0,3,270506
6,19,1,2,0,1,0,1,270507
25,29,0,1,2004,0,0,1,270508
20,27,0,1,2009,0,0,3,270509
6,16,0,3,0,0,0,3,270510
6,45,1,3,0,0,0,1,270511
18,35,0,1,2010,0,1,3,270512
25,17,0,2,0,1,0,3,270513
6,21,1,1,2009,0,0,3,270514
6,16,0,3,0,0,0,3,270515
13,18,1,2,0,1,0,3,270516
19,17,0,2,0,2,0,1,270517
25,17,1,2,0,1,0,1,270518
6,24,0,3,0,0,0,1,270519
6,20,1,2,0,1,0,3,270520
17,17,0,2,0,2,0,3,270521
16,21,1,4,0,0,1,1,270522
19,29,1,1,2004,0,0,0,270523
4,21,0,1,2009,0,0,3,270524
4,38,0,2,0,1,0,3,270525
16,17,0,2,0,1,0,1,270526
25,17,1,2,0,2,0,1,270527
10,35,0,1,2004,0,0,1,270528
13,23,0,1,2007,0,0,2,270529
27,17,0,2,0,1,0,4,270530
18,50,1,2,0,1,1,3,270531
21,17,1,2,0,2,0,1,270532
5,20,1,1,2010,0,0,1,270533
19,17,0,2,0,1,0,1,270534
25,18,0,1,2012,0,0,1,270535
21,18,1,2,0,1,0,1,270536
19,21,1,1,2010,0,0,2,270537
16,18,0,1,2012,0,0,1,270538
6,23,0,1,2008,0,0,3,270539
6,18,1,2,0,1,0,3,270540
13,23,0,1,2008,0,0,3,270541
19,19,1,1,2011,0,0,1,270542
25,17,1,2,0,1,0,1,270543
23,18,0,2,0,1,0,1,270544
25,23,0,1,2008,0,1,3,270545
4,19,0,2,0,1,0,3,270546
14,41,1,3,0,0,0,3,270547
5,15,0,2,0,1,0,3,270548
13,18,0,1,2012,0,0,3,270549
13,18,0,2,0,2,0,1,270550
25,25,1,1,2009,0,1,3,270551
24,26,1,1,2006,0,0,1,270552
6,15,0,3,0,0,0,3,270553
18,26,1,1,2010,0,0,3,270554
13,17,0,3,0,0,0,1,270555
9,20,0,1,2011,0,0,2,270556
18,16,1,3,0,0,0,3,270557
6,16,0,3,0,0,0,1,270558
25,26,1,1,2005,0,0,3,270559
25,17,0,3,0,0,0,5,270560
24,17,0,2,0,1,0,1,270561
25,28,0,1,2004,0,0,2,270562
25,19,1,1,2012,0,0,2,270563
7,17,1,2,0,1,0,3,270564
19,18,1,2,0,1,0,3,270565
14,35,0,1,2004,0,1,1,270566
19,16,0,3,0,0,0,1,270567
14,22,0,2,0,1,1,0,270568
4,20,0,2,0,1,0,3,270569
4,21,1,1,2010,0,0,1,270570
15,29,0,1,2004,0,0,3,270571
25,17,0,3,0,0,0,1,270572
18,33,1,1,2004,0,0,1,270573
21,23,1,1,2008,0,0,1,270574
25,27,0,1,2004,0,0,1,270575
4,33,1,1,2004,0,1,3,270576
13,28,0,1,2004,0,0,3,270577
17,17,0,2,0,1,0,3,270578
2,16,0,2,0,1,0,2,270579
12,17,1,2,0,1,0,3,270580
9,27,1,1,2004,0,0,3,270581
25,30,0,1,2004,0,0,2,270582
25,17,0,2,0,1,0,1,270583
26,17,1,2,0,2,0,1,270584
6,18,0,2,0,1,0,3,270585
25,21,0,1,2010,0,0,1,270586
19,17,0,2,0,1,0,2,270587
11,18,1,1,2012,0,0,3,270588
19,19,1,1,2012,0,0,1,270589
9,17,0,2,0,1,0,3,270590
6,37,0,1,2004,0,0,1,270591
16,25,0,1,2009,0,0,1,270592
19,18,1,1,2012,0,0,1,270593
4,29,0,1,2007,0,0,3,270594
13,26,1,1,2005,0,0,2,270595
20,17,1,2,0,1,0,3,270596
19,19,1,2,0,1,0,1,270597
25,16,1,3,0,0,0,2,270598
25,21,0,1,2009,0,0,2,270599
21,18,1,3,0,0,0,1,270600
13,46,0,2,0,1,1,2,270601
13,20,0,1,2011,0,0,3,270602
14,18,0,2,0,1,0,3,270603
25,31,1,1,2004,0,0,1,270604
10,20,0,1,2010,0,0,2,270605
6,17,1,2,0,1,0,3,270606
20,31,1,1,2004,0,1,2,270607
19,33,1,1,2004,0,1,3,270608
15,16,1,3,0,0,0,3,270609
5,20,0,3,0,0,0,2,270610
18,22,0,1,2009,0,0,3,270611
20,14,0,4,0,0,0,1,270612
18,31,1,1,2004,0,1,3,270613
21,19,0,1,2012,0,0,1,270614
9,19,1,1,2012,0,0,3,270615
22,16,1,2,0,1,0,1,270616
15,18,1,1,2012,0,0,1,270617
13,18,0,1,2012,0,0,1,270618
21,37,0,2,0,1,1,1,270619
2,25,0,1,2007,0,0,3,270620
10,18,0,2,0,1,0,1,270621
19,17,0,2,0,1,0,1,270622
5,19,0,1,2011,0,0,3,270623
6,16,0,3,0,0,0,4,270624
14,20,0,1,2012,0,0,3,270625
13,25,1,1,2006,0,0,1,270626
6,25,1,1,2005,0,0,1,270627
14,24,1,1,2010,0,0,3,270628
16,38,1,4,0,0,1,1,270629
25,17,1,2,0,1,0,3,270630
25,45,1,1,2004,0,1,2,270631
14,22,0,1,2008,0,1,1,270632
25,18,1,1,2012,0,0,1,270633
19,18,1,1,2012,0,0,3,270634
25,18,1,2,0,1,0,3,270635
22,24,0,1,2007,0,0,4,270636
13,15,0,3,0,0,0,2,270637
13,18,0,2,0,1,0,3,270638
4,25,1,1,2006,0,1,3,270639
19,17,1,3,0,0,0,1,270640
13,15,0,3,0,0,0,1,270641
5,16,0,3,0,0,0,3,270642
21,18,0,1,2012,0,0,1,270643
20,18,0,2,0,1,0,1,270644
19,18,1,1,2012,0,0,3,270645
5,17,0,2,0,1,0,0,270646
20,47,0,1,2004,0,0,3,270647
25,26,0,1,2006,0,2,3,270648
4,25,0,1,2005,0,0,3,270649
18,16,0,3,0,0,0,3,270650
11,24,0,1,2009,0,0,0,270651
9,20,0,1,2010,0,0,1,270652
16,19,0,2,0,1,0,1,270653
6,19,1,1,2012,0,0,3,270654
21,17,0,3,0,0,0,1,270655
18,17,0,3,0,0,0,2,270656
25,17,0,2,0,1,0,3,270657
